"DID","NAME","DOB","IMAGE"
28249,"Peter Chung","","http://image.tmdb.org/t/p/original/oLqG2MqnrQgSG0jQzzUVMU8gyz5.jpg"
28741,"Michael Rymer","","http://image.tmdb.org/t/p/original/w3iQNN1LAVsTbF4wyReOadjSojJ.jpg"
28898,"Michael Radford","2/24/1946","http://image.tmdb.org/t/p/original/hunHPqyqiiLpinVywy824EvJZiu.jpg"
28904,"Hugh Wilson","8/21/1943","http://image.tmdb.org/t/p/original/bJv33aw4D67SbsKHv9Er0MqEEtT.jpg"
28976,"Jack Bender","9/25/1949","http://image.tmdb.org/t/p/original/w76R8JljkSFmbqb3DRs3EK4AJwW.jpg"
29009,"Ken Kwapis","8/17/1957","http://image.tmdb.org/t/p/original/oPjor2KnZcSXmtude62KT62yBsu.jpg"
29214,"Anne Fletcher","5/1/1966","http://image.tmdb.org/t/p/original/piR4AwJX9lqJt454iVsI7sQf6Y0.jpg"
29226,"Julian Jarrold","5/15/1960","http://image.tmdb.org/t/p/original/pyWwnd4dYjxSCynxmLkPO1JTzDV.jpg"
29524,"Rand Ravich","","http://image.tmdb.org/t/p/original/fsuClFbXEiHUu0blwG2Lg61WFat.jpg"
29605,"Mikael Håfström","7/1/1960","http://image.tmdb.org/t/p/original/gt4zyyOH6Zxz1icHy8RvMqpNTx2.jpg"
29922,"Marcus Nispel","4/15/1963","http://image.tmdb.org/t/p/original/uil3LAeKq6vgRucr6CR2T4Iz0oC.jpg"
29962,"King Vidor","1894-02-08","http://image.tmdb.org/t/p/original/2NN8iywApiKiI0nwKuv5SKadEpT.jpg"
30365,"Michael Caton-Jones","10/15/1957","http://image.tmdb.org/t/p/original/oKzuAA9S6VAb0qkmD9v8Z30jGSf.jpg"
30368,"Jon Kasdan","","http://image.tmdb.org/t/p/original/7U1J4kSFfXjZPtX1WdCkIN7tws5.jpg"
30715,"Terrence Malick","11/30/1943","http://image.tmdb.org/t/p/original/4w0C0RaJ3qS6YZ7Ons6VZcEdfl7.jpg"
31024,"Betty Thomas","7/27/1948","http://image.tmdb.org/t/p/original/bK7UYbIjcK7AfeUan6h2xVTbuF3.jpg"
31033,"Oxide Pang Chun","","http://image.tmdb.org/t/p/original/jrzNMBQjOCw9KZm7wuecQJhf9z9.jpg"
31074,"Kinji Fukasaku","7/3/1930",""
31119,"Sylvain White","12/21/1971","http://image.tmdb.org/t/p/original/99sxzF0USzoEkJFmcgX42p0hNWe.jpg"
31211,"Clive Barker","10/5/1952","http://image.tmdb.org/t/p/original/1Hlv4fojc9ogiWfqREB0iP47yVI.jpg"
31511,"Grant Heslov","5/15/1963","http://image.tmdb.org/t/p/original/7MKZWZnGmeBmK9JRUKZYDN8Cqeb.jpg"
32250,"Sean Ellis","","http://image.tmdb.org/t/p/original/49sEssUbPHHQY91QcaRChxJd3Pe.jpg"
32277,"Geoff Murphy","6/13/1946","http://image.tmdb.org/t/p/original/h9qts2xTEQyaI6ICnEcyLU69y7W.jpg"
32278,"Matt Reeves","4/27/1966","http://image.tmdb.org/t/p/original/b2n6pQgtyR4T8V4oWy8xVngeLow.jpg"
32532,"Brad Lewis","","http://image.tmdb.org/t/p/original/wfIglAFUH6n1Jbxt7P2Wh317jvI.jpg"
32593,"Steven Brill","5/27/1962","http://image.tmdb.org/t/p/original/9CpoLVxDKV2XRF3rigTNSVimJK1.jpg"
32799,"Angela Bettis","1/9/1973","http://image.tmdb.org/t/p/original/3wOUBFjkIND7ZggfKVV25BJxGtN.jpg"
32983,"Douglas McGrath","","http://image.tmdb.org/t/p/original/A5O1d5Zo3RJ7p1yvT7fjMS4B7UH.jpg"
33183,"David Bowers","","http://image.tmdb.org/t/p/original/1QlAQ7Q3e0gp1oQwc72v6Rx15Jj.jpg"
33254,"Jim Gillespie","",""
33279,"Danny Cannon","","http://image.tmdb.org/t/p/original/9E4Km6y1O0bK3dUSds3smzu20KI.jpg"
33315,"Richard Loncraine","10/20/1946","http://image.tmdb.org/t/p/original/j700yY5SyI1EZegFpL4h77Otu5W.jpg"
33316,"David Nutter","",""
33341,"Rick Rosenthal","6/15/1949",""
33349,"Derick Martini","12/2/1975",""
33433,"Scott Hicks","3/4/1953","http://image.tmdb.org/t/p/original/saA36yAQYyTs0kzmH5hBprEszJX.jpg"
33485,"Ron Underwood","11/6/1953","http://image.tmdb.org/t/p/original/6Que5sFtOzJ0q4D7vrFqG60sdzG.jpg"
34453,"Kevin Bray","","http://image.tmdb.org/t/p/original/npkd2oUXtUvNPTfN4YDIMsXKznm.jpg"
34480,"Alan Zaslove","",""
34510,"William Monahan","11/3/1960",""
34517,"Trey Parker","10/19/1969","http://image.tmdb.org/t/p/original/qXLTxMTfX15od88WHpBZz6xURR0.jpg"
34611,"Howard Zieff","10/21/1927",""
34682,"Jeremiah S. Chechik","","http://image.tmdb.org/t/p/original/avEcJTGsWFEzxpSOutwhkP3adQ8.jpg"
34849,"Ted Demme","10/26/1963",""
34891,"Mike Johnson","","http://image.tmdb.org/t/p/original/tTt2lxSH3q8fxF6GYbvYpnXaq54.jpg"
34934,"Bruce Timm","2/8/1961","http://image.tmdb.org/t/p/original/2MaucKEFexM0MMcpsHHbDtDVZbk.jpg"
35270,"Eric Radomski","",""
35318,"Ken Annakin","8/10/1914","http://image.tmdb.org/t/p/original/8oFZguwvvd1F3CETULi37Gq1ZtL.jpg"
35452,"Corey Yuen Kwai","","http://image.tmdb.org/t/p/original/uLRXQt1LlTfbYtm0kMLC8KSvHxN.jpg"
35453,"Pierre Morel","5/12/1964","http://image.tmdb.org/t/p/original/yQk4fIrunHYGlK10Z6TgbKAbjKK.jpg"
35475,"Sean S. Cunningham","12/31/1941","http://image.tmdb.org/t/p/original/n2NNVtKE42SNGm9q75IknMZhMtr.jpg"
35689,"Keenen Ivory Wayans","6/8/1958","http://image.tmdb.org/t/p/original/nMoX9X2elmlwmb4UvHAmPeYtzw.jpg"
35694,"Jason Friedberg","10/13/1971",""
35734,"Aaron Seltzer","1/12/1974",""
35736,"Karan Johar","5/25/1972","http://image.tmdb.org/t/p/original/iSv9Mbjp6WqdL2euPNrJ1KGaIXL.jpg"
35796,"Craig Mazin","4/8/1971","http://image.tmdb.org/t/p/original/c59ILZnJ8RHlVvRLzIm1Viu9l0k.jpg"
36425,"McG","8/9/1968","http://image.tmdb.org/t/p/original/hT0I4rLSOhIQoEYuYAP4tG16AjH.jpg"
36588,"Joe Wright","","http://image.tmdb.org/t/p/original/l8OMNkHs04pHtdqW4FyswgBs3jI.jpg"
36602,"Peter Berg","3/11/1964","http://image.tmdb.org/t/p/original/vqyuaJWAiFMqDcDaIzvDG1n9E2E.jpg"
36693,"Richard Eyre","3/28/1943","http://image.tmdb.org/t/p/original/zwl4IdDL0331fxZMfHfN1dVpfb1.jpg"
36697,"Gábor Csupó","9/29/1952","http://image.tmdb.org/t/p/original/ozSgKkukd6gfOAfof5O2ZMTO7Ql.jpg"
36797,"Robert Luketic","11/1/1973","http://image.tmdb.org/t/p/original/dY7afEugAzZR6m2HwBtcx5TKkVf.jpg"
36804,"Peter Chelsom","4/20/1956","http://image.tmdb.org/t/p/original/wFquKk8EJ0U2ZXg9hoTxtskDZtF.jpg"
37360,"Henry Hathaway","1898-03-13","http://image.tmdb.org/t/p/original/aHXD9EFWbtftnaBzPYfO2dkLLKd.jpg"
37618,"Andrew Dominik","","http://image.tmdb.org/t/p/original/r80gQB1iYTMSjnxQZYqSbvE66tq.jpg"
37630,"Shekhar Kapur","12/6/1945","http://image.tmdb.org/t/p/original/tscFnAwxOok4DgFE7uaJhUMk7vc.jpg"
37710,"Peter Hyams","7/26/1943","http://image.tmdb.org/t/p/original/dAuDsStGGlUESaaAYQf0GCE2JWo.jpg"
37932,"F. Gary Gray","7/17/1969","http://image.tmdb.org/t/p/original/hjMfkAyz5ECn0svAzrkG3YsEaEW.jpg"
37948,"Brad Anderson","","http://image.tmdb.org/t/p/original/qjEl3MLqL4MDZFMWO4ukQbBBal0.jpg"
38023,"Michael Patrick King","9/14/1954","http://image.tmdb.org/t/p/original/vhsHQQSRHPxnwzUP58kzBy9Dx1T.jpg"
38689,"John Flynn","3/14/1932","http://image.tmdb.org/t/p/original/xljUB8XNCvYRX6XPkMXwt4Ah38w.jpg"
38692,"Paul Hoen","",""
39779,"Peter Collinson","4/1/1936",""
39819,"Wayne Wang","1/12/1949","http://image.tmdb.org/t/p/original/1eDrTJWdrHVcaV0CWZVi3cOCmg.jpg"
39996,"Sidney Lumet","6/25/1924","http://image.tmdb.org/t/p/original/7iG4z9BPCXw46qp8TOcXzEvXBJu.jpg"
40223,"Joe Carnahan","5/9/1969","http://image.tmdb.org/t/p/original/5YPrZ1JprLwtU4tn5DG0wqLjsAT.jpg"
40230,"Kevin Hooks","9/19/1958","http://image.tmdb.org/t/p/original/xqzV7byaH95GSvR86JjGzHceIY4.jpg"
40243,"Gil Junger","11/7/1954",""
40256,"D.J. Caruso","1/17/1965","http://image.tmdb.org/t/p/original/dLSaCHhZ4zfimzCz11JdcTZC4SA.jpg"
40277,"Stuart Blumberg","","http://image.tmdb.org/t/p/original/nvHQBUin3CXD0kBsET1KBNaiekW.jpg"
40307,"John Maybury","3/25/1958",""
40345,"Don Bluth","9/13/1937","http://image.tmdb.org/t/p/original/sek7iLDM6J8Poc2FueAkgCUytfn.jpg"
40541,"Andrea Di Stefano","12/15/1972","http://image.tmdb.org/t/p/original/nIB8fSk0yJN7PWGJZoNcyM0hJ7l.jpg"
40644,"Chad Stahelski","",""
40684,"David Leitch","","http://image.tmdb.org/t/p/original/eVSgvAIsP6mwuVbbhVb4HkVvmsu.jpg"
40863,"Joe Swanberg","8/31/1981","http://image.tmdb.org/t/p/original/nG4oDcuPaNmk8lnSyzQi9UDLRbl.jpg"
41039,"Judd Apatow","12/6/1967","http://image.tmdb.org/t/p/original/yv7aCCmWP4FOFd2COGTUpb9ieY8.jpg"
41041,"Christopher Smith","8/16/1970",""
41285,"Kirsten Sheridan","7/14/1976",""
41378,"Kerry Conran","11/6/1964","http://image.tmdb.org/t/p/original/s3meBUIuxtRVkTTaV9QAptuGRml.jpg"
41549,"Andrew Fleming","12/30/1965","http://image.tmdb.org/t/p/original/s3PUCLb2BztuazgfE13JHlpPXQ0.jpg"
41550,"Andrew Bergman","2/20/1945","http://image.tmdb.org/t/p/original/gTx35MhqW8MlGv7JlYnCJQClebi.jpg"
41671,"Nimród Antal","11/30/1973","http://image.tmdb.org/t/p/original/rI5DZmGXhZcNYaREK9vy2khqm1o.jpg"
41720,"Jerry Paris","7/25/1925","http://image.tmdb.org/t/p/original/mVcAxdJG3uFVhr5erMCOZvla9UA.jpg"
42274,"Nick Hurran","","http://image.tmdb.org/t/p/original/altDg3cSFXrrttvgGBhbSTZ8HJH.jpg"
42712,"Tony Giglio","",""
42745,"Steve Antin","4/19/1958","http://image.tmdb.org/t/p/original/3GVyNtFWsPz2nCxSgCo6WN6H0UN.jpg"
42994,"David Dobkin","6/23/1969","http://image.tmdb.org/t/p/original/qpXTNNOkFmMoAtcEo0qNNFR9bls.jpg"
43141,"Pete Travis","","http://image.tmdb.org/t/p/original/xHxcow0RqzkTM2vwgfnpOT2FoSe.jpg"
44056,"Fred Dekker","4/9/1959",""
44113,"Steve Hickner","","http://image.tmdb.org/t/p/original/3pI5lLmKJCeHJ6t0zZYhDjxfiEi.jpg"
44114,"Simon J. Smith","","http://image.tmdb.org/t/p/original/bCbQtXtrOuKpPLdbSLn72KlYc2Z.jpg"
44179,"Bruce Hunt","","http://image.tmdb.org/t/p/original/ukBXiD57R2e8s4tjVUBPzgeANqF.jpg"
44740,"Richard Shepard","","http://image.tmdb.org/t/p/original/z9mf3XC51RrUEmdusWx7CAPsaLF.jpg"
44797,"Tim Van Patten","6/10/1959","http://image.tmdb.org/t/p/original/6b7l9YbkDHDOzOKUFNqBVaPjcgm.jpg"
44847,"David Anspaugh","9/24/1946",""
45052,"Anton Corbijn","5/20/1955","http://image.tmdb.org/t/p/original/ov4kjSJGwaYnlgPCENRVexTt4q2.jpg"
45117,"John Carney","",""
45405,"Jay Duplass","3/7/1973","http://image.tmdb.org/t/p/original/vtdLbE3BHpLyCee8V0ajrrlDkLO.jpg"
45407,"Mark Duplass","12/7/1976","http://image.tmdb.org/t/p/original/pY2qE627sM0Wkx6HvQQWeZ6fd15.jpg"
45459,"Mike Cahill","","http://image.tmdb.org/t/p/original/xZcJOE3eQwqpV6WaqGixduTRBvP.jpg"
45572,"Ruggero Deodato","5/7/1939",""
45996,"Ryûhei Kitamura","5/30/1969","http://image.tmdb.org/t/p/original/wmRHPxLbDqSFVViTWCf7yJ50Mje.jpg"
46076,"Tom Dey","4/14/1965","http://image.tmdb.org/t/p/original/7YmdGtMlVmxwky3hWcDOPTZ5rv3.jpg"
46297,"Jay Russell","1/10/1960","http://image.tmdb.org/t/p/original/baaNlNwUYSGpznRfWnCCUzGhtKE.jpg"
47005,"Alan Taylor","","http://image.tmdb.org/t/p/original/elbdMfF9adhtJq5Sle5P3JFZgyI.jpg"
47333,"John Wells","5/28/1956","http://image.tmdb.org/t/p/original/rpVdPsbj7QLJ0VRRDmhPcYoF6m0.jpg"
47364,"Greg Coolidge","12/28/1972","http://image.tmdb.org/t/p/original/rx5TQ5c0CdA8KqcVpdHEolccmPF.jpg"
47506,"Drew Goddard","2/26/1975","http://image.tmdb.org/t/p/original/j5Le3QQljdGJ3kPAcjAZr9V4QUC.jpg"
47640,"Clark Johnson","9/10/1954","http://image.tmdb.org/t/p/original/ud7Xtakgpkm0djkWGAbQDDTOUCT.jpg"
47786,"Géla Babluani","",""
48583,"Anne Fontaine","7/15/1959","http://image.tmdb.org/t/p/original/wtl2OPo3IydskWY3cMXInBba1w.jpg"
48980,"David McNally","","http://image.tmdb.org/t/p/original/zDWpttAr1LAYj7uuOA0LCWO76TU.jpg"
49903,"Tim Hill","","http://image.tmdb.org/t/p/original/jN6KyRKLoI1UgC1EnyAEYJ5uDYy.jpg"
50582,"Frederik Du Chau","5/15/1965","http://image.tmdb.org/t/p/original/8jeqY4IHHhl46PyFNo9xh7srLow.jpg"
50719,"Rodman Flender","6/9/1962",""
50725,"Christian P. Della Penna","",""
50767,"Craig Gillespie","9/1/1967",""
51023,"Marcus Dunstan","9/19/1975",""
51298,"Dax Shepard","1/2/1975","http://image.tmdb.org/t/p/original/50RfzslPEtaFdctKGU8GbWSheDZ.jpg"
51445,"Eric Valette","",""
51600,"Clare Kilner","",""
51795,"Tom Elkins","",""
51851,"Jake Kasdan","10/28/1974","http://image.tmdb.org/t/p/original/1jmlwJ7Y0a7fp28bJLr73u12wbv.jpg"
51917,"Larry Clark","1/19/1943","http://image.tmdb.org/t/p/original/7JfnrUqvXafhqACvMewBVA3Klb.jpg"
51918,"Harmony Korine","1/4/1973","http://image.tmdb.org/t/p/original/eNayG8Ed0bJAdpqjWT5Ibk9Jnib.jpg"
51959,"John Kafka","",""
51984,"Mimi Leder","1/26/1952","http://image.tmdb.org/t/p/original/2ULHtgL3NMQ89H3kcg2AM5Nf96.jpg"
51996,"Brian Klugman","9/15/1975","http://image.tmdb.org/t/p/original/jlzEmXQGYOnoKC9ipLSEC5Ioz9E.jpg"
52038,"Thomas Carter","7/17/1953","http://image.tmdb.org/t/p/original/j51pRbB8nCYrziSnjmB2PS9SIVh.jpg"
52049,"Jay Chandrasekhar","4/9/1968","http://image.tmdb.org/t/p/original/nKk1a0zfIdBWdB8B6IxsEaekqk7.jpg"
52112,"Steve Carr","","http://image.tmdb.org/t/p/original/sZELa2s3bwRZKXAEcSbNcD6hJey.jpg"
52114,"Jon Lucas","",""
52139,"Seth MacFarlane","10/26/1973","http://image.tmdb.org/t/p/original/v4c6JhGYpjMRBwf95gtPxBnElNu.jpg"
52244,"Juan Diego Solanas","",""
52358,"Boaz Yakin","6/20/1966","http://image.tmdb.org/t/p/original/4NL3F6iwVlwdWvBKue5H8OpZrp2.jpg"
52405,"Michael Hoffman","11/30/1956","http://image.tmdb.org/t/p/original/xrMI8tNQgHws3o3Ku5cdH3ayXZx.jpg"
52443,"Jason Reitman","10/19/1977","http://image.tmdb.org/t/p/original/bW44MnIOve5kqqtcmmbzBre0N7D.jpg"
52479,"Eli Craig","5/25/1972",""
52576,"José Padilha","8/1/1967","http://image.tmdb.org/t/p/original/856kyjsiBGksnzpNHgxkkcd0TZr.jpg"
52599,"Justin Zackham","","http://image.tmdb.org/t/p/original/9o2IlJ8teyCULKzxG9NGMGugxBR.jpg"
52609,"Breck Eisner","12/24/1970","http://image.tmdb.org/t/p/original/axuZves3hOQYb5R8OnmIcrO6IOH.jpg"
52629,"Joseph Ruben","5/10/1950",""
52691,"Anthony Stacchi","","http://image.tmdb.org/t/p/original/w4xXHA8eG9HIQFw3YXprZqggV4N.jpg"
52779,"Ryan Murphy","11/30/1965","http://image.tmdb.org/t/p/original/AbNcWPwj4VYlFPxiows5jm0W6Pf.jpg"
52803,"Etan Cohen","","http://image.tmdb.org/t/p/original/x4OA0VvljTVemWDqRyYtCHL0Ipl.jpg"
52842,"Garth Jennings","","http://image.tmdb.org/t/p/original/sAs1oGampcDfgYOe9kRhCXxkbqw.jpg"
52845,"Karey Kirkpatrick","12/14/1964","http://image.tmdb.org/t/p/original/duWAmZCC3R9B6WgoIaX56Q39hy4.jpg"
52870,"Tim Johnson","",""
52934,"Nicholas Stoller","3/19/1976","http://image.tmdb.org/t/p/original/kyQUf9eBaA5ikreW3XNrOrIlKd7.jpg"
52941,"Rob McKittrick","",""
52968,"Russell Mulcahy","6/23/1953","http://image.tmdb.org/t/p/original/v0wHXi3XdUP9OScVv1E8LgCxdZC.jpg"
53068,"Ryan Fleck","9/20/1976",""
53069,"Anna Boden","9/20/1976","http://image.tmdb.org/t/p/original/h5YMXdI42zb0uqn5UJHF4fT9AER.jpg"
53120,"James DeMonaco","",""
53177,"Brian Robbins","11/22/1963","http://image.tmdb.org/t/p/original/l7UfY9nBeus8bHHXvf3mUmtagQJ.jpg"
53216,"Dwayne Carey-Hill","",""
53267,"Craig Brewer","12/6/1971","http://image.tmdb.org/t/p/original/1F5Sjw9oAkKQOLaD2Bs3vrsIlMg.jpg"
53296,"Joshua Oppenheimer","9/23/1974","http://image.tmdb.org/t/p/original/bwkR0IB7zDcjdixgAl9TPIMbIkt.jpg"
53304,"Peter Lord","","http://image.tmdb.org/t/p/original/fBaZLXX3rBwhSXvtplQEtvW7VS3.jpg"
53333,"John Hillcoat","","http://image.tmdb.org/t/p/original/dysF1m1OGCl22EDSRG87yiw2QPw.jpg"
53334,"Jim Sheridan","2/6/1949","http://image.tmdb.org/t/p/original/mfukw1JcUsXmUzt6IoaayMaescv.jpg"
53525,"Mark Palansky","",""
53925,"Jared Hess","7/18/1979","http://image.tmdb.org/t/p/original/sQsIDQEpPl1ZAUcK6nqRSj4RSZ9.jpg"
53935,"Dito Montiel","7/26/1965","http://image.tmdb.org/t/p/original/j0ZiIL5HMwQJXqEs3halOPrrrXS.jpg"
54025,"Karyn Kusama","3/21/1968","http://image.tmdb.org/t/p/original/6KlEWWO7aZE6MZtExVZKoQ6Ddzs.jpg"
54040,"John Lee Hancock","12/15/1956","http://image.tmdb.org/t/p/original/1eCqzsuFp0xKGeTEErXyEifN82U.jpg"
54050,"Mark Waters","6/30/1964","http://image.tmdb.org/t/p/original/ktII2pERp8swsnULZhDPzyfVlf6.jpg"
54248,"Christopher B. Landon","2/27/1975",""
54441,"James Ivory","6/7/1928","http://image.tmdb.org/t/p/original/vj4PY2KciRCZWzT4eCdOoQfzoJs.jpg"
54451,"Brian G. Hutton","1/1/1935","http://image.tmdb.org/t/p/original/cem8wlan7z6amIzoeKmAvC8yRZF.jpg"
54472,"Martin McDonagh","3/26/1970","http://image.tmdb.org/t/p/original/yvpnpkDG0yV0No6TuZ8QorFZ8d.jpg"
54507,"Jon M. Chu","11/2/1979","http://image.tmdb.org/t/p/original/erDqr90tvAgme8Q9wSlneqiJ4MG.jpg"
54525,"Jaume Balagueró","11/2/1968","http://image.tmdb.org/t/p/original/vbEkTR4FYhB5OHjLA5V95xYhsHr.jpg"
54526,"Paco Plaza","","http://image.tmdb.org/t/p/original/kj5tBKhLcC8PcZHwGerEMZakXi5.jpg"
54559,"Christian Alvart","5/28/1974",""
54584,"Jesse Dylan","1/6/1966","http://image.tmdb.org/t/p/original/An83VcuHDbyNxOoJMj7sOnXyyex.jpg"
54590,"Steve Rash","",""
54597,"Joe Nussbaum","1/10/1973","http://image.tmdb.org/t/p/original/sQR3t4gOVvI58k4fA2YbxnL5ygI.jpg"
54644,"Joel Zwick","1/11/1942","http://image.tmdb.org/t/p/original/vP5MtUckpCluHWmGzyzDlUdTAvk.jpg"
54710,"Jody Hill","10/15/1976","http://image.tmdb.org/t/p/original/gE3wylbrxzdpZs6Ul5gbZL5syHF.jpg"
54733,"Greg Mottola","7/11/1964","http://image.tmdb.org/t/p/original/dC1BKEyTzgTqqy8c5MmSZrRLhNR.jpg"
54734,"Evan Goldberg","","http://image.tmdb.org/t/p/original/gtTTJrNtgCHHyjgLlmb9NWlZav1.jpg"
54795,"Troy Duffy","6/8/1971","http://image.tmdb.org/t/p/original/b0BYI0zTyCCLIqPwAQflOm3RHfO.jpg"
54827,"Dave Meyers","",""
54869,"Paul Scheuring","11/20/1968","http://image.tmdb.org/t/p/original/fW8lD3VXm9ikxWOxoS2YJ9MZKLS.jpg"
54967,"Sam Weisman","","http://image.tmdb.org/t/p/original/xTUHl1nYyGoTqcEfAxuiFq82Xcr.jpg"
55075,"Jeff Wadlow","3/2/1976",""
55251,"Asif Kapadia","",""
55499,"Scott Derrickson","","http://image.tmdb.org/t/p/original/7lh5rL4uMgaNmR6O5794s4b1eB7.jpg"
55587,"Peter Stebbings","2/28/1971","http://image.tmdb.org/t/p/original/xIwQc40ilQVKAJM6GmvkMvPBIiw.jpg"
55668,"Jamie Uys","5/30/1921","http://image.tmdb.org/t/p/original/aJOs1gdY5WQwaS8E6xf5LQAwsWh.jpg"
55710,"Adam McKay","4/17/1968","http://image.tmdb.org/t/p/original/pwc6pHC5d3y8NVsphURkKK8y2fL.jpg"
55785,"Shunji Iwai","1/24/1963","http://image.tmdb.org/t/p/original/tidlYgRReWLjzyvX9YmMVkUTmsM.jpg"
55789,"Tate Taylor","","http://image.tmdb.org/t/p/original/g4WWwIWfD3GWMXc6Pwfvh99s6gP.jpg"
55790,"Allan Moyle","",""
55934,"Taika Waititi","8/16/1975","http://image.tmdb.org/t/p/original/7bx0ZFNU1EYKUmrgJ6d5vAIkFRZ.jpg"
55936,"Jemaine Clement","1/10/1974","http://image.tmdb.org/t/p/original/crxCXudFMxuPqrYqYiTYKbhImhv.jpg"
55983,"Jim Henson","9/24/1936","http://image.tmdb.org/t/p/original/2OWxHy8MPdaSiLN8Vt0siC0hdr4.jpg"
56059,"Patrick Read Johnson","5/7/1962",""
56106,"Charles Shyer","10/11/1941","http://image.tmdb.org/t/p/original/hnWGd74CbmTcDCFQiJ8SYLazIXW.jpg"
56146,"Gaëtan Brizzi","12/24/1951",""
56147,"Paul Brizzi","12/24/1951",""
56150,"Ellory Elkayem","8/12/1970","http://image.tmdb.org/t/p/original/5xrIzpPUiOJnuolrTGWt5nyU6io.jpg"
56151,"Peter Winther","",""
56154,"Antony Hoffman","","http://image.tmdb.org/t/p/original/gZax9b2dcV8dXFKowLA6NncnFcR.jpg"
56155,"Stephen Surjik","","http://image.tmdb.org/t/p/original/4v2Kwnc6wLRD75DsYyFiNxuxYan.jpg"
56194,"Paolo Sorrentino","5/31/1970","http://image.tmdb.org/t/p/original/A4N12piSSJQ80WQnIbHKPXp3H4L.jpg"
56198,"Ari Folman","12/17/1962","http://image.tmdb.org/t/p/original/xwCWMkK6mm6xSohXAXLyLVTddnO.jpg"
56205,"Atom Egoyan","7/19/1960","http://image.tmdb.org/t/p/original/3lARbiaNDZbN0LBpXHNuSM9U4ur.jpg"
56263,"Mary Lambert","10/13/1951","http://image.tmdb.org/t/p/original/oFgE0UQeeQqFhwsVaD5l26PH5kr.jpg"
56339,"Yoshiaki Kawajiri","11/18/1950","http://image.tmdb.org/t/p/original/dfPno8Hp51Yd5faV147tPZUkOro.jpg"
56340,"Takeshi Koike","","http://image.tmdb.org/t/p/original/t0WS1u4kBj9Zh30EWHGjtEeL50S.jpg"
56341,"Mahiro Maeda","","http://image.tmdb.org/t/p/original/zPrcoSODTg2t28EDaMR8VbdJIMA.jpg"
56342,"Shinichiro Watanabe","","http://image.tmdb.org/t/p/original/11UdgBBNXWWGCDsnvLlmoBaUkp0.jpg"
56349,"Victor Salva","3/29/1958","http://image.tmdb.org/t/p/original/4E9UY4sm2n28iQXIAiKrrwenezp.jpg"
56359,"Lexi Alexander","8/23/1974","http://image.tmdb.org/t/p/original/38jezS5VqFM9gRQ75dj7rJe4Ucb.jpg"
56401,"Jan Kounen","5/2/1964","http://image.tmdb.org/t/p/original/yFR0dJX8WUCwya77x4amhQGixua.jpg"
56411,"Glenn Ficarra","","http://image.tmdb.org/t/p/original/nYiriOot9jZihyuhH7utfTh7vtH.jpg"
56412,"John Requa","",""
56453,"John Bonito","",""
56501,"Michael Spierig","4/29/1976","http://image.tmdb.org/t/p/original/ecQPSEB9HP4LQ2cC4mhfzycZJ08.jpg"
56502,"Peter Spierig","4/29/1976","http://image.tmdb.org/t/p/original/66rowkv57i9D2cyhrZPgoohw4VX.jpg"
56512,"Tarsem Singh","5/6/1961","http://image.tmdb.org/t/p/original/5FQvWHNWtRvP8gYEOF2YVHfDbWM.jpg"
56539,"Nicole Holofcener","3/22/1960","http://image.tmdb.org/t/p/original/6u86XfYTkAaGfj1C3bT8arWVw4D.jpg"
56578,"Jeff Tremaine","9/4/1966","http://image.tmdb.org/t/p/original/dLUeKVdZXfFx3VOgf2zNV9fu1Ll.jpg"
56591,"Danny Leiner","","http://image.tmdb.org/t/p/original/baaonHW8JdQXyuQJODB0UvQfTAi.jpg"
56660,"Lorna Cook","",""
56661,"Jonathan Levine","6/18/1976","http://image.tmdb.org/t/p/original/gfJOKZPSbpzls7FV0Ogv4IpEeXh.jpg"
56710,"Oliver Parker","9/6/1960","http://image.tmdb.org/t/p/original/3qdUN7qhcQn4P3tEOTKJgTUdCIr.jpg"
56717,"Tom Vaughan","9/5/1969","http://image.tmdb.org/t/p/original/opDMR3lConDBNSiVmqt4h6TMFBF.jpg"
56735,"David Moreau","",""
56736,"Xavier Palud","",""
56755,"Patricia Birch","",""
56789,"Thomas Bezucha","3/8/1964","http://image.tmdb.org/t/p/original/kEoJG7HI8RMGUr3ubRvgwfARzL0.jpg"
56828,"Christopher Cain","10/29/1943","http://image.tmdb.org/t/p/original/atUMxA5Anavwqdd5tH3B3S8ayli.jpg"
56850,"Toby Shelton","",""
56851,"Victor Cook","",""
56852,"Tad Stones","",""
56891,"Rachel Talalay","",""
56911,"Les Mayfield","11/30/1959","http://image.tmdb.org/t/p/original/cBRILWN4W38MYNMCt3Ky1f0zz1v.jpg"
56960,"Hossein Amini","","http://image.tmdb.org/t/p/original/4JAxOnHRrFIZ9sv8oRoWxLFA3go.jpg"
56998,"Dwight H. Little","1/13/1956","http://image.tmdb.org/t/p/original/9Q77ZzYvRkVmfdU6twRQyvW4YB8.jpg"
57030,"Gregor Jordan","","http://image.tmdb.org/t/p/original/7M3jqPciF67fpyByisjyRdclRQ5.jpg"
57082,"John Stockwell","3/25/1961","http://image.tmdb.org/t/p/original/f5vvYpkpJnEdS3txCqTncss7Di6.jpg"
57113,"Dan Gilroy","6/24/1959",""
57125,"Greg Marcks","8/12/1976","http://image.tmdb.org/t/p/original/5R1x4u7hxoWt3KF4oXJ5L7CJfVM.jpg"
